Hora,pCLow@2,pCLow@3,pCLow@4,pCLow@5,pCLow@6,pCLow@7,pCLow@8,pCLow@9,qCLow@2,qCLow@3,qCLow@4,qCLow@5,qCLow@6,qCLow@7,qCLow@8,qCLow@9
05:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
06:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
06:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
06:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
06:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
07:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
07:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
07:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
07:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
08:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
08:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
08:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
08:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
09:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
09:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
09:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
09:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
10:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
10:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
10:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
10:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
11:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
11:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
11:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
11:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
12:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
12:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
12:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
12:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
13:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
13:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
13:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
13:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
14:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
14:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
14:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
14:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
15:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
15:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
15:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
15:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
16:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
16:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
16:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
16:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
17:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
17:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
17:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
17:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
18:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
18:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
18:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
18:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
19:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
19:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
19:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
19:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
20:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
20:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
20:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
20:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
21:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
21:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
21:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
21:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
22:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
22:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
22:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
22:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
23:00,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
23:15,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
23:30,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
23:45,0.0588,0.0594,0.0582,0.0588,0.096,0.0594,0.057,0.0582,0.0119,0.0085,0.0146,0.0119,0.072,0.0085,0.0187,0.0146
